Geneid	M04.CTRL	M04.TGFb	M04.TGFb_VTP	M04.VTP	M77.CTRL	M77.TGFb	M77.TGFb_VTP	M77.VTP	M78.CTRL	M78.TGFb	M78.TGFb_VTP	M78.VTP	M81.CTRL	M81.TGFb	M81.TGFb_VTP	M81.VTP	M89.CTRL	M89.TGFb	M89.TGFb_VTP	M89.VTP	M99.CTRL	M99.TGFb	M99.TGFb_VTP	M99.VTP
AC131956.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097511.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00616	0	1	2	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC7A11-AS1	20	8	4	18	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
SLC7A11	245	331	579	769	925	801	1625	1002	418	1740	1408	702	549	2445	1976	1338	2581	1293	2139	1148	733	779	1693	1697
AC093903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
LINC00500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105416.1	2	9	1	4	7	12	3	2	4	2	20	1	0	0	11	6	7	27	5	1	1	0	10	2
AC098859.1	20	17	2	42	12	18	16	4	19	17	45	2	13	12	23	38	19	51	16	16	7	16	41	9
AC098859.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109927.1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC109927.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOCT	122	159	131	201	161	206	388	160	292	244	287	80	229	251	356	260	156	383	209	177	220	258	203	125
ELF2	104	136	88	183	216	188	290	157	205	161	216	61	208	276	408	244	215	311	177	81	185	133	123	121
RNU6-531P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RN7SL382P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R14BP3	136	113	56	294	94	189	115	94	85	109	328	46	106	55	158	221	124	223	90	130	78	69	312	51
AC024032.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL311P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024032.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-506P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1074P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGARP	100	310	231	218	471	562	309	330	500	149	257	210	369	167	227	395	203	730	445	252	489	361	127	94
NDUFC1	306	315	333	461	184	273	457	308	272	175	334	396	280	236	311	259	183	477	287	261	291	250	330	433
NAA15	715	1008	620	930	525	768	569	412	681	398	667	239	426	527	617	574	496	838	575	416	746	609	541	576
RNU6-1214P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097376.3	3	9	5	8	3	8	11	5	7	9	12	11	10	8	16	15	9	7	6	6	3	3	8	8
AC097376.2	0	1	0	0	0	1	1	0	0	1	1	3	0	0	2	0	0	0	0	0	0	0	0	1
AC097376.1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1
RAB33B	57	70	50	84	122	137	153	124	158	89	150	57	113	151	184	196	117	276	104	94	132	75	128	47
SETD7	1985	2393	1718	2457	1761	1839	2364	1629	1981	1619	2233	952	1249	1435	2169	1780	1695	2511	1859	1257	1716	1479	1423	1362
FTH1P24	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
AC112236.2	0	3	0	4	7	1	4	3	5	2	5	0	5	2	8	4	2	2	3	2	2	2	3	0
AC112236.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112236.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGST2	85	113	129	246	186	145	217	230	196	114	264	193	228	192	316	257	94	322	195	155	147	166	186	195
RN7SKP237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3P16	45	63	16	62	72	77	33	29	36	45	162	15	49	19	80	155	76	172	36	41	35	39	91	24
MAML3	41	46	46	70	72	86	59	50	81	67	55	33	148	90	87	79	73	108	89	65	65	72	59	32
AC108053.1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
RN7SKP253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131182.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCOC	930	991	900	994	727	854	789	517	930	471	846	353	441	538	897	675	695	989	584	445	778	626	580	663
SCOC-AS1	6	3	6	3	2	2	6	6	2	1	5	6	3	11	11	0	6	7	5	4	2	6	1	7
NDUFB4P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL14P3	9	25	6	16	15	18	7	8	7	19	24	11	9	4	13	31	16	18	8	13	8	19	17	8
CLGN	148	90	72	91	30	1	15	25	34	2	3	3	2	2	1	3	20	4	3	2	37	30	33	28
MGAT4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093671.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELMOD2	210	276	252	289	281	246	268	166	293	239	293	79	180	381	340	249	394	327	239	139	353	224	171	215
UCP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
AC108019.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL152P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D9	2118	2798	1818	2999	758	942	900	718	1425	692	893	393	1216	880	1033	1408	567	1273	931	709	1582	1075	1188	672
TNRC18P1	6	5	6	12	4	5	2	2	2	2	5	1	7	2	5	13	5	8	2	6	9	3	8	2
RNY1P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096733.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096733.3	1	4	2	10	3	5	1	2	7	3	3	3	3	2	6	8	7	4	3	2	3	4	4	5
AC096733.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF150	1	5	7	12	212	208	170	107	269	290	190	71	67	108	88	71	204	245	155	76	140	149	62	34
ZNF330	342	456	412	547	384	390	860	446	495	369	562	293	323	560	550	429	373	617	493	325	618	470	447	416
AC107220.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02432	4	0	0	5	2	3	1	1	0	0	2	1	2	2	2	2	1	8	2	1	2	8	2	3
AC097504.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097504.2	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC02276	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL15	16	25	9	15	21	33	20	13	29	24	35	10	12	37	31	18	33	50	16	10	28	24	7	11
INPP4B	321	370	257	322	218	199	489	215	200	240	323	131	103	293	322	161	423	212	170	105	144	118	168	280
RPL5P13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM3P4	0	1	1	1	0	1	1	1	3	1	3	0	0	0	0	0	2	0	0	1	0	0	2	0
AC139720.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139720.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104596.1	2	4	3	3	1	0	3	3	6	4	2	3	4	4	3	5	1	4	4	4	9	6	6	1
AC104596.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP38	364	439	285	452	308	295	403	258	404	241	438	174	236	359	475	443	340	480	291	285	408	271	267	285
AC097658.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC097658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAB1	99	126	114	138	149	261	218	149	372	256	218	181	198	216	258	246	199	355	184	117	252	216	95	96
MIR3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097658.2	88	77	58	134	71	91	37	25	47	67	164	54	40	29	69	98	83	112	55	61	68	75	86	46
AC097658.4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPSAP36	7	3	4	3	1	0	2	2	5	4	1	8	5	6	0	5	5	3	4	7	10	9	4	12
AC104685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCA5-AS1	2	4	1	5	0	2	2	2	1	4	1	0	1	0	1	2	1	1	2	2	3	3	1	2
SMARCA5	851	1081	870	1054	800	954	1090	689	1106	764	919	362	643	969	1102	909	841	986	820	547	902	740	570	608
AC139713.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107223.1	1	1	0	4	0	2	10	0	1	5	1	1	2	3	5	2	1	1	2	3	5	1	5	2
GUSBP5	7	2	8	0	4	2	5	2	1	2	1	0	2	4	2	1	1	4	5	2	2	0	1	3
FREM3	1	1	0	1	0	2	0	1	0	1	0	1	0	0	0	2	2	1	0	1	1	0	0	0
AC104090.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYPE	28	27	25	27	26	17	37	39	12	11	21	7	19	26	56	31	29	20	12	5	32	19	13	14
AC093890.1	13	15	7	25	9	10	19	13	5	8	29	1	9	7	17	16	19	12	13	6	9	5	9	9
GYPB	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093890.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC098588.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC098588.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P51	4	1	1	5	0	0	0	0	2	3	0	2	1	1	1	1	0	1	0	0	4	6	0	0
HHIP-AS1	6	5	15	22	127	136	258	204	141	120	249	62	138	137	233	185	72	246	172	193	68	78	182	89
HHIP	4	5	27	36	780	1135	2022	1521	980	879	2201	801	1502	1446	1342	1185	658	1209	2640	2840	773	750	2524	1878
AC098588.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC10	33	58	49	21	27	40	52	16	32	36	31	12	13	23	53	20	30	53	21	28	36	31	27	20
HSPD1P5	3	10	5	9	9	7	5	3	6	10	9	1	1	4	5	9	11	24	7	3	7	5	12	3
AC109811.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109811.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RN7SKP235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCE1	773	1147	783	896	709	837	927	528	936	518	920	317	519	681	1064	793	731	1069	716	417	942	701	638	891
OTUD4	391	474	294	422	497	379	528	330	591	463	519	201	321	462	584	448	572	647	395	207	441	365	264	289
AC096757.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RPS23P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02266	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN3P1	42	62	9	51	49	56	21	22	45	42	86	8	29	18	52	67	77	199	36	33	59	29	55	13
AC079228.1	9	12	4	21	14	24	8	2	4	11	16	6	5	4	10	17	18	25	18	12	16	16	18	6
AC093796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMNAT1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD1	133	157	161	195	214	189	279	220	208	163	205	58	216	224	297	288	190	252	201	99	170	149	181	130
SMAD1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMAA	54	97	82	103	80	104	120	46	98	86	134	50	58	87	141	80	94	119	78	51	70	75	41	55
NCOA4P3	11	41	8	27	21	28	8	4	10	19	40	3	9	4	27	31	29	34	10	11	19	18	26	4
AC093864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF827	415	589	522	809	488	517	568	452	819	598	597	467	600	811	778	775	451	709	501	260	638	645	496	335
AC104791.2	0	1	2	0	0	0	0	1	1	0	1	0	1	2	1	3	4	3	0	0	0	0	0	2
AC104791.1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC108206.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108206.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01095	0	0	2	2	2	0	0	0	0	0	1	0	1	2	1	2	0	1	0	0	0	1	0	0
LSM6	78	94	72	136	65	86	136	60	75	50	87	54	75	96	113	96	47	153	77	53	100	61	80	133
AC097372.2	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
REELD1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0
AC097372.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097372.1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC10A7	45	48	54	68	55	53	70	38	83	49	56	10	53	83	78	68	56	83	58	30	59	39	62	64
MIR7849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-44P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU4F2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC29	6	2	0	1	2	0	16	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0
AC092435.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092435.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092435.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092435.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC097450.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010683.1	4	8	1	19	11	13	7	4	3	4	20	7	6	5	14	19	7	25	3	3	7	4	18	7
PRMT5P1	4	13	2	10	6	5	5	7	7	2	14	4	3	1	5	7	7	33	6	0	3	4	7	0
EDNRA	49	62	56	84	125	13	57	60	119	26	25	15	68	29	63	35	47	38	17	19	51	55	34	33
AC093908.1	13	18	8	6	16	6	8	8	20	1	9	0	7	7	4	5	5	6	2	3	5	4	4	5
GTF2F2P1	4	9	4	5	4	5	3	7	7	6	18	1	2	3	10	14	9	34	5	3	1	4	11	3
LINC02507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TMEM184C	427	537	479	581	555	508	567	366	635	436	442	178	481	568	590	500	507	774	443	258	555	495	393	303
PRMT9	81	115	92	110	98	109	103	84	121	65	99	58	69	117	183	95	77	137	95	48	105	68	59	82
ARHGAP10	246	258	188	369	308	387	451	289	419	298	431	261	397	451	567	476	289	482	503	348	399	388	344	229
RNA5SP165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL254P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC115621.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR3C2	471	726	508	643	118	79	131	123	14	8	8	4	35	30	28	33	61	67	22	23	168	119	186	161
AC069272.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002460.2	6	6	4	12	4	2	1	4	0	0	0	1	0	0	0	0	0	0	3	4	0	1	2	2
ASS1P8	1	0	0	1	0	3	0	0	0	0	2	0	1	0	1	2	0	6	0	0	1	0	2	0
RNA5SP166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5MGP4	0	0	0	3	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
AC093648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002460.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RNU7-197P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108156.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
IQCM	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC108168.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093893.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKIRIN2P1	2	3	0	2	0	3	2	0	0	3	6	0	1	0	0	4	2	14	3	0	1	1	5	1
RNA5SP167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1230P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105343.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105343.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCLK2	31	27	34	56	156	105	749	220	121	637	344	90	68	646	542	182	711	144	207	155	70	116	55	23
RNU7-194P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LRBA	850	824	613	815	575	551	586	391	613	390	514	266	413	535	629	633	350	684	466	284	683	484	438	468
AC092612.1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0
AC110813.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAB21L2	0	0	0	0	0	0	0	0	25	19	13	10	0	0	0	1	0	3	0	0	0	2	0	0
ZBTB8OSP1	1	8	0	4	0	0	0	0	0	0	1	0	1	2	0	4	2	3	0	1	0	0	2	0
RNA5SP168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK4P6	0	3	1	0	1	0	1	0	2	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0
RPS3A	1957	3053	2084	3247	3341	4264	6947	3202	3417	2563	7672	857	3237	5233	9090	5491	4201	6203	3373	1406	3392	2147	2215	1640
SNORD73B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SH3D19	1003	1198	1023	1550	1106	861	1115	1037	1632	848	1124	654	986	949	1102	1239	611	1434	1311	859	1187	1046	1171	798
SNORD73A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC095055.1	0	2	0	0	1	1	1	0	0	1	4	0	5	1	2	0	1	0	1	1	0	0	0	0
AC104819.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104819.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1282P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104819.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM160A1-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM160A1	21	37	20	38	6	20	7	10	1	0	3	1	10	4	4	4	6	9	4	4	4	0	8	3
RN7SKP35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATB	272	377	300	522	202	332	416	300	235	198	324	179	307	393	487	368	142	486	329	248	253	220	322	195
AC092611.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112242.2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC112242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097375.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097375.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097375.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097375.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079340.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079340.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079340.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL446P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC080078.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC080078.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW7	154	194	187	232	214	267	289	185	261	227	272	91	157	340	415	282	205	293	222	102	247	216	126	80
FBXW7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023424.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4453HG	30	22	17	33	12	25	25	14	28	9	18	3	18	16	30	30	16	39	15	16	16	22	29	13
MIR4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023424.2	5	5	3	8	1	2	3	1	1	1	3	1	2	0	1	2	0	3	2	4	5	2	6	4
AC023424.1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4	0	0	1	0
TMEM154	609	662	278	489	118	76	118	71	96	33	50	26	48	69	96	67	89	74	57	22	104	98	103	121
AC106882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGD4	0	0	3	0	0	1	0	2	3	1	2	1	0	7	0	4	1	3	2	1	0	0	0	0
ARFIP1	309	442	329	402	344	392	427	242	402	255	400	137	255	291	534	377	349	535	336	215	409	314	270	321
AC113155.1	1	0	1	2	2	0	1	0	2	0	3	1	1	2	0	7	1	1	2	1	0	0	2	0
FAM192BP	15	20	3	28	13	26	8	7	10	19	42	9	6	8	23	20	20	32	15	8	15	6	22	4
AC093599.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHDC1	7	2	1	0	5	9	3	5	2	9	6	4	2	6	11	6	2	15	1	11	3	3	5	2
AC093599.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM2	364	449	366	581	247	266	269	229	304	166	249	134	274	245	329	421	225	453	281	245	299	252	330	228
RNU6-1196P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013477.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA2P1	161	264	53	227	139	190	62	36	82	146	341	21	45	19	82	192	182	241	99	104	141	120	195	45
MND1	5	5	6	8	2	5	4	2	0	1	1	0	5	2	0	5	0	0	5	7	2	1	5	10
RN7SL419P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM131L	303	448	352	400	161	317	135	92	410	179	130	57	339	259	195	239	140	368	305	191	250	227	230	204
