NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
PROCESSIVE SYNTHESIS ON THE LAGGING STRAND%REACTOME DATABASE ID RELEASE 83%69183,PROCESSIVE SYNTHESIS ON THE LAGGING STRAND%REACTOME DATABASE ID RELEASE 83%69183,,15,0.5059735,1.2507848,0.17962003,0.4328507,1,4242,"tags=53%, list=29%, signal=75%"
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750,NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750,,55,0.38564858,1.2498451,0.13915858,0.434618,1,4388,"tags=44%, list=30%, signal=62%"
THERMOGENESIS%WIKIPATHWAYS_20220510%WP4321%HOMO SAPIENS,THERMOGENESIS%WIKIPATHWAYS_20220510%WP4321%HOMO SAPIENS,,71,0.36516485,1.2494065,0.115625,0.43512398,1,1334,"tags=21%, list=9%, signal=23%"
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 83%5250924,B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 83%5250924,,39,0.40356833,1.2493744,0.14358975,0.4346169,1,1347,"tags=18%, list=9%, signal=20%"
IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037,IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037,,15,0.5002572,1.2492411,0.16867469,0.43437174,1,2889,"tags=33%, list=20%, signal=41%"
HEDGEHOG 'ON' STATE%REACTOME%R-HSA-5632684.1,HEDGEHOG 'ON' STATE%REACTOME%R-HSA-5632684.1,,79,0.35771292,1.2490562,0.11023622,0.43425837,1,2744,"tags=32%, list=19%, signal=39%"
POSITIVE REGULATION OF CELL CYCLE CHECKPOINT%GOBP%GO:1901978,POSITIVE REGULATION OF CELL CYCLE CHECKPOINT%GOBP%GO:1901978,,16,0.5033575,1.2487624,0.18511796,0.43441668,1,3435,"tags=56%, list=23%, signal=73%"
SYNAPTIC VESICLE CYCLE%GOBP%GO:0099504,SYNAPTIC VESICLE CYCLE%GOBP%GO:0099504,,60,0.37309718,1.248185,0.13085622,0.43528026,1,2363,"tags=28%, list=16%, signal=34%"
REGULATION OF CENTROSOME CYCLE%GOBP%GO:0046605,REGULATION OF CENTROSOME CYCLE%GOBP%GO:0046605,,43,0.401843,1.2478609,0.13504274,0.43549123,1,3156,"tags=33%, list=21%, signal=41%"
REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389,REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389,,76,0.36062637,1.2475767,0.1007874,0.4355976,1,4684,"tags=46%, list=32%, signal=67%"
MITOCHONDRIAL TRANSMEMBRANE TRANSPORT%GOBP%GO:1990542,MITOCHONDRIAL TRANSMEMBRANE TRANSPORT%GOBP%GO:1990542,,72,0.36530513,1.246914,0.12539683,0.43667287,1,3256,"tags=31%, list=22%, signal=39%"
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902229,REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902229,,29,0.42981428,1.246486,0.16283186,0.4371328,1,2864,"tags=31%, list=19%, signal=38%"
LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0001676,LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0001676,,60,0.3728587,1.2457741,0.12664473,0.43827525,1,1767,"tags=30%, list=12%, signal=34%"
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 83%1236975,ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 83%1236975,,89,0.35168952,1.2454444,0.10244648,0.4384846,1,2744,"tags=28%, list=19%, signal=34%"
PROTEIN-DNA COMPLEX ASSEMBLY%GOBP%GO:0065004,PROTEIN-DNA COMPLEX ASSEMBLY%GOBP%GO:0065004,,115,0.34277043,1.2451738,0.103011094,0.4385298,1,4244,"tags=37%, list=29%, signal=52%"
NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813,NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813,,166,0.32113045,1.2426677,0.06656805,0.44422254,1,4728,"tags=42%, list=32%, signal=61%"
MITOTIC CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0007093,MITOTIC CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0007093,,105,0.341936,1.2410313,0.08993903,0.44773132,1,4936,"tags=49%, list=33%, signal=72%"
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021,FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021,,57,0.37565592,1.2408056,0.13204226,0.44768575,1,2154,"tags=28%, list=15%, signal=33%"
ENTRAINMENT OF CIRCADIAN CLOCK BY PHOTOPERIOD%GOBP%GO:0043153,ENTRAINMENT OF CIRCADIAN CLOCK BY PHOTOPERIOD%GOBP%GO:0043153,,20,0.46332204,1.2407849,0.17553191,0.44715217,1,3552,"tags=40%, list=24%, signal=53%"
INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME DATABASE ID RELEASE 83%499943,INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME DATABASE ID RELEASE 83%499943,,26,0.43563205,1.2404647,0.16156463,0.44735697,1,3925,"tags=50%, list=26%, signal=68%"
NEGATIVE REGULATION OF PROTEIN DEPHOSPHORYLATION%GOBP%GO:0035308,NEGATIVE REGULATION OF PROTEIN DEPHOSPHORYLATION%GOBP%GO:0035308,,23,0.44850743,1.2399112,0.14936247,0.4481696,1,1987,"tags=30%, list=13%, signal=35%"
2Q37 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20220510%WP5224%HOMO SAPIENS,2Q37 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20220510%WP5224%HOMO SAPIENS,,71,0.35948703,1.2398136,0.110929854,0.44784394,1,4220,"tags=46%, list=28%, signal=65%"
DEOXYRIBOSE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046386,DEOXYRIBOSE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046386,,16,0.48954237,1.2397926,0.1942959,0.44732064,1,3851,"tags=56%, list=26%, signal=76%"
DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME DATABASE ID RELEASE 83%606279,DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME DATABASE ID RELEASE 83%606279,,38,0.40578732,1.2397008,0.1658031,0.44696772,1,4102,"tags=45%, list=28%, signal=62%"
REGULATION OF RAS FAMILY ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAS FAMILY ACTIVATION,REGULATION OF RAS FAMILY ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAS FAMILY ACTIVATION,,24,0.4384625,1.2393358,0.16323024,0.44731098,1,1029,"tags=25%, list=7%, signal=27%"
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886,REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886,,20,0.4653315,1.2374206,0.17055656,0.451549,1,2911,"tags=45%, list=20%, signal=56%"
THE ONCOGENIC ACTION OF SUCCINATE%PATHWHIZ%PW002360,THE ONCOGENIC ACTION OF SUCCINATE%PATHWHIZ%PW002360,,26,0.43785334,1.2371197,0.17850637,0.4516753,1,4033,"tags=46%, list=27%, signal=63%"
ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015,ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015,,176,0.31877804,1.2370592,0.07936508,0.45126465,1,3302,"tags=33%, list=22%, signal=42%"
RECEPTOR RECYCLING%GOBP%GO:0001881,RECEPTOR RECYCLING%GOBP%GO:0001881,,17,0.48147276,1.2364438,0.17626527,0.4522586,1,1666,"tags=41%, list=11%, signal=46%"
PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0071806,PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0071806,,47,0.38742632,1.236039,0.17247097,0.45267043,1,2013,"tags=26%, list=14%, signal=29%"
TBC RABGAPS%REACTOME%R-HSA-8854214.1,TBC RABGAPS%REACTOME%R-HSA-8854214.1,,41,0.40322682,1.2354198,0.15127389,0.45365956,1,2420,"tags=29%, list=16%, signal=35%"
PID_PLK1_PATHWAY%MSIGDB_C2%PID_PLK1_PATHWAY,PID_PLK1_PATHWAY%MSIGDB_C2%PID_PLK1_PATHWAY,,28,0.4208267,1.2339839,0.14991763,0.45665753,1,5214,"tags=68%, list=35%, signal=105%"
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818,REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818,,64,0.3704116,1.2330846,0.12561175,0.45839524,1,4805,"tags=48%, list=32%, signal=71%"
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507,REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507,,120,0.33231375,1.2328297,0.092449926,0.45845267,1,1975,"tags=21%, list=13%, signal=24%"
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME%R-HSA-5685942.1,HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME%R-HSA-5685942.1,,63,0.37061676,1.2328125,0.14748785,0.45790315,1,4205,"tags=38%, list=28%, signal=53%"
DNA MODIFICATION%GOBP%GO:0006304,DNA MODIFICATION%GOBP%GO:0006304,,58,0.37357616,1.2320672,0.14285715,0.45918018,1,2114,"tags=21%, list=14%, signal=24%"
TRANSCRIPTION ELONGATION BY RNA POLYMERASE II%GOBP%GO:0006368,TRANSCRIPTION ELONGATION BY RNA POLYMERASE II%GOBP%GO:0006368,,23,0.4581851,1.2316387,0.17147708,0.4596716,1,3507,"tags=48%, list=24%, signal=63%"
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 83%6791312,TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 83%6791312,,46,0.3943208,1.2313386,0.15270936,0.4598445,1,4673,"tags=59%, list=32%, signal=85%"
REGULATION OF RUFFLE ASSEMBLY%GOBP%GO:1900027,REGULATION OF RUFFLE ASSEMBLY%GOBP%GO:1900027,,18,0.47607833,1.2312349,0.19327731,0.45951128,1,2408,"tags=44%, list=16%, signal=53%"
FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 83%6783310,FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 83%6783310,,35,0.41486928,1.2310107,0.15411559,0.4594889,1,4205,"tags=46%, list=28%, signal=64%"
SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME%R-HSA-2559582.2,SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME%R-HSA-2559582.2,,63,0.36479154,1.2308247,0.13657771,0.45936438,1,2708,"tags=30%, list=18%, signal=37%"
POSITIVE REGULATION OF MYOBLAST DIFFERENTIATION%GOBP%GO:0045663,POSITIVE REGULATION OF MYOBLAST DIFFERENTIATION%GOBP%GO:0045663,,31,0.4172164,1.2302852,0.16275167,0.46015754,1,2868,"tags=32%, list=19%, signal=40%"
NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20220510%WP4336%HOMO SAPIENS,NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20220510%WP4336%HOMO SAPIENS,,55,0.37279895,1.2298461,0.13366337,0.46066388,1,2827,"tags=29%, list=19%, signal=36%"
NEGATIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032272,NEGATIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032272,,40,0.3965299,1.229734,0.16442953,0.46035835,1,4448,"tags=50%, list=30%, signal=71%"
VESICLE DOCKING%GOBP%GO:0048278,VESICLE DOCKING%GOBP%GO:0048278,,49,0.37756106,1.2285109,0.15384616,0.46292052,1,2469,"tags=31%, list=17%, signal=37%"
REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673,REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673,,21,0.45943826,1.2283971,0.18398637,0.46263066,1,1689,"tags=24%, list=11%, signal=27%"
RAS SIGNALING PATHWAY%SMPDB%SMP0063784,RAS SIGNALING PATHWAY%SMPDB%SMP0063784,,23,0.44665977,1.2283688,0.18165785,0.46211174,1,2821,"tags=39%, list=19%, signal=48%"
POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727,POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727,,110,0.33690473,1.2269627,0.09495549,0.4651017,1,3005,"tags=30%, list=20%, signal=37%"
PID_ALPHA_SYNUCLEIN_PATHWAY%MSIGDB_C2%PID_ALPHA_SYNUCLEIN_PATHWAY,PID_ALPHA_SYNUCLEIN_PATHWAY%MSIGDB_C2%PID_ALPHA_SYNUCLEIN_PATHWAY,,16,0.49116212,1.2264774,0.18021202,0.46570233,1,3430,"tags=44%, list=23%, signal=57%"
NEGATIVE REGULATION OF MAPK PATHWAY%REACTOME DATABASE ID RELEASE 83%5675221,NEGATIVE REGULATION OF MAPK PATHWAY%REACTOME DATABASE ID RELEASE 83%5675221,,40,0.3976199,1.2261283,0.16404887,0.46601087,1,2338,"tags=28%, list=16%, signal=33%"
REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032,REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032,,23,0.44773188,1.2255242,0.17525773,0.46692193,1,2210,"tags=35%, list=15%, signal=41%"
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824,POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824,,41,0.3935456,1.2253644,0.13242784,0.4667206,1,2260,"tags=27%, list=15%, signal=32%"
CALCIUM-ION REGULATED EXOCYTOSIS%GOBP%GO:0017156,CALCIUM-ION REGULATED EXOCYTOSIS%GOBP%GO:0017156,,18,0.471367,1.2245544,0.20877193,0.4682163,1,1031,"tags=17%, list=7%, signal=18%"
VESICLE COATING%GOBP%GO:0006901,VESICLE COATING%GOBP%GO:0006901,,33,0.40894765,1.2242332,0.1795302,0.4684914,1,1923,"tags=21%, list=13%, signal=24%"
REGULATION OF TORC1 SIGNALING%GOBP%GO:1903432,REGULATION OF TORC1 SIGNALING%GOBP%GO:1903432,,48,0.38558254,1.2239681,0.15333334,0.46860898,1,2805,"tags=38%, list=19%, signal=46%"
POSITIVE REGULATION OF HISTONE DEACETYLATION%GOBP%GO:0031065,POSITIVE REGULATION OF HISTONE DEACETYLATION%GOBP%GO:0031065,,16,0.4918356,1.2239665,0.21107267,0.468022,1,2533,"tags=38%, list=17%, signal=45%"
NUCLEOSOME ASSEMBLY%REACTOME DATABASE ID RELEASE 83%774815,NUCLEOSOME ASSEMBLY%REACTOME DATABASE ID RELEASE 83%774815,,38,0.40578732,1.2231474,0.17944251,0.46942374,1,4102,"tags=45%, list=28%, signal=62%"
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204,REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204,,94,0.34198982,1.2231292,0.12877584,0.46888256,1,3487,"tags=27%, list=24%, signal=35%"
SIGNALING BY RETINOIC ACID%REACTOME%R-HSA-5362517.2,SIGNALING BY RETINOIC ACID%REACTOME%R-HSA-5362517.2,,29,0.4197343,1.2228687,0.17137809,0.46898377,1,2693,"tags=45%, list=18%, signal=55%"
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.4,FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME%R-HSA-201722.4,,39,0.40001443,1.2227253,0.16528925,0.46875,1,2136,"tags=23%, list=14%, signal=27%"
NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857,NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857,,37,0.40235695,1.2223934,0.16013072,0.46900854,1,2696,"tags=30%, list=18%, signal=36%"
NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894,NEGATIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902894,,18,0.47491923,1.2222887,0.20282187,0.46870464,1,3936,"tags=50%, list=27%, signal=68%"
SIGNALING BY NOTCH4%REACTOME DATABASE ID RELEASE 83%9013694,SIGNALING BY NOTCH4%REACTOME DATABASE ID RELEASE 83%9013694,,77,0.3510209,1.2220885,0.12792511,0.4686343,1,2744,"tags=31%, list=19%, signal=38%"
THE ONCOGENIC ACTION OF 2-HYDROXYGLUTARATE%SMPDB%SMP0002291,THE ONCOGENIC ACTION OF 2-HYDROXYGLUTARATE%SMPDB%SMP0002291,,23,0.4414892,1.2217727,0.19800332,0.46880403,1,4033,"tags=48%, list=27%, signal=66%"
RUNX1 INTERACTS WITH CO-FACTORS WHOSE PRECISE EFFECT ON RUNX1 TARGETS IS NOT KNOWN%REACTOME DATABASE ID RELEASE 83%8939243,RUNX1 INTERACTS WITH CO-FACTORS WHOSE PRECISE EFFECT ON RUNX1 TARGETS IS NOT KNOWN%REACTOME DATABASE ID RELEASE 83%8939243,,35,0.41004944,1.2206117,0.16773163,0.47124657,1,2571,"tags=31%, list=17%, signal=38%"
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION,VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION,,75,0.35789213,1.2203883,0.12518854,0.4712296,1,2430,"tags=27%, list=16%, signal=32%"
AUTOPHAGY%GOBP%GO:0006914,AUTOPHAGY%GOBP%GO:0006914,,190,0.31018433,1.2202352,0.0723589,0.47105822,1,2910,"tags=27%, list=20%, signal=34%"
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334,NUCLEOSOME ASSEMBLY%GOBP%GO:0006334,,40,0.3924596,1.2196301,0.17874396,0.47199097,1,3621,"tags=35%, list=24%, signal=46%"
HCMV LATE EVENTS%REACTOME%R-HSA-9610379.2,HCMV LATE EVENTS%REACTOME%R-HSA-9610379.2,,56,0.36969087,1.218148,0.1603928,0.4752541,1,2520,"tags=25%, list=17%, signal=30%"
CILIARY LANDSCAPE%WIKIPATHWAYS_20220510%WP4352%HOMO SAPIENS,CILIARY LANDSCAPE%WIKIPATHWAYS_20220510%WP4352%HOMO SAPIENS,,149,0.32306418,1.2180979,0.09620991,0.47479948,1,3196,"tags=30%, list=22%, signal=38%"
SYNTHESIS OF SUBSTRATES IN N-GLYCAN BIOSYTHESIS%REACTOME%R-HSA-446219.2,SYNTHESIS OF SUBSTRATES IN N-GLYCAN BIOSYTHESIS%REACTOME%R-HSA-446219.2,,49,0.37985605,1.2171497,0.14455782,0.4767508,1,1498,"tags=24%, list=10%, signal=27%"
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264,DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264,,17,0.47121415,1.216656,0.20926243,0.4774508,1,4243,"tags=59%, list=29%, signal=82%"
PEROXISOMAL TRANSPORT%GOBP%GO:0043574,PEROXISOMAL TRANSPORT%GOBP%GO:0043574,,22,0.44026265,1.2160499,0.2020548,0.4784415,1,1666,"tags=23%, list=11%, signal=26%"
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410,RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410,,101,0.33361226,1.2160122,0.1168437,0.47794366,1,1558,"tags=18%, list=11%, signal=20%"
REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783,REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783,,94,0.34147874,1.215727,0.114374034,0.47809798,1,4688,"tags=48%, list=32%, signal=70%"
PROCESS UTILIZING AUTOPHAGIC MECHANISM%GOBP%GO:0061919,PROCESS UTILIZING AUTOPHAGIC MECHANISM%GOBP%GO:0061919,,190,0.31018433,1.2155944,0.09397944,0.4778541,1,2910,"tags=27%, list=20%, signal=34%"
RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009119,RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009119,,15,0.48582542,1.2145538,0.20947176,0.48004308,1,477,"tags=13%, list=3%, signal=14%"
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088,REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088,,90,0.33923206,1.2145228,0.11904762,0.47954232,1,4688,"tags=49%, list=32%, signal=71%"
THE ONCOGENIC ACTION OF L-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%PATHWHIZ%PW002451,THE ONCOGENIC ACTION OF L-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%PATHWHIZ%PW002451,,25,0.4326701,1.2143954,0.19529837,0.4793198,1,4033,"tags=44%, list=27%, signal=60%"
CELL DEATH IN RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0036473,CELL DEATH IN RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0036473,,16,0.48104987,1.2139612,0.2058319,0.47987306,1,2840,"tags=50%, list=19%, signal=62%"
"REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048024","REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048024",,79,0.34533864,1.2136146,0.14216478,0.48021716,1,3813,"tags=34%, list=26%, signal=46%"
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677,REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677,,32,0.41121104,1.2134432,0.17966102,0.4800986,1,2899,"tags=31%, list=20%, signal=39%"
THE ONCOGENIC ACTION OF FUMARATE%PATHWHIZ%PW002363,THE ONCOGENIC ACTION OF FUMARATE%PATHWHIZ%PW002363,,26,0.43785334,1.2126858,0.19127516,0.4814994,1,4033,"tags=46%, list=27%, signal=63%"
CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 83%380287,CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 83%380287,,79,0.34447417,1.2126395,0.13722397,0.4810423,1,4017,"tags=37%, list=27%, signal=50%"
NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289,NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289,,51,0.37935182,1.212174,0.16336633,0.4816592,1,4171,"tags=43%, list=28%, signal=60%"
PEROXISOMAL MEMBRANE TRANSPORT%GOBP%GO:0015919,PEROXISOMAL MEMBRANE TRANSPORT%GOBP%GO:0015919,,19,0.4624098,1.2106869,0.21280277,0.48494354,1,1666,"tags=26%, list=11%, signal=30%"
CYTOPLASMIC SEQUESTERING OF PROTEIN%GOBP%GO:0051220,CYTOPLASMIC SEQUESTERING OF PROTEIN%GOBP%GO:0051220,,20,0.4594841,1.2096155,0.19686411,0.4871334,1,496,"tags=20%, list=3%, signal=21%"
"BASE-EXCISION REPAIR, AP SITE FORMATION%REACTOME DATABASE ID RELEASE 83%73929","BASE-EXCISION REPAIR, AP SITE FORMATION%REACTOME DATABASE ID RELEASE 83%73929",,25,0.43500683,1.2086337,0.20238096,0.4891184,1,3974,"tags=40%, list=27%, signal=55%"
POSITIVE REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:1904874,POSITIVE REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:1904874,,15,0.48254323,1.2082081,0.20884956,0.48964342,1,4411,"tags=53%, list=30%, signal=76%"
TETRAPYRROLE METABOLIC PROCESS%GOBP%GO:0033013,TETRAPYRROLE METABOLIC PROCESS%GOBP%GO:0033013,,35,0.40843177,1.2080799,0.18573798,0.48937935,1,2032,"tags=29%, list=14%, signal=33%"
CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME DATABASE ID RELEASE 83%8856828,CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME DATABASE ID RELEASE 83%8856828,,118,0.32292587,1.2077149,0.11792453,0.48973706,1,2827,"tags=31%, list=19%, signal=37%"
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242,REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242,,116,0.32565504,1.2068485,0.12654321,0.49140337,1,3103,"tags=28%, list=21%, signal=36%"
SYNAPTIC VESICLE RECYCLING%GOBP%GO:0036465,SYNAPTIC VESICLE RECYCLING%GOBP%GO:0036465,,40,0.3899491,1.2065758,0.17247097,0.49153835,1,2363,"tags=30%, list=16%, signal=36%"
POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090314,POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090314,,21,0.4463659,1.2063949,0.21212122,0.49144056,1,1280,"tags=24%, list=9%, signal=26%"
SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0006801,SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0006801,,18,0.46490487,1.2055993,0.22027972,0.49300677,1,1996,"tags=33%, list=13%, signal=38%"
16P11.2 PROXIMAL DELETION SYNDROME%WIKIPATHWAYS_20220510%WP4949%HOMO SAPIENS,16P11.2 PROXIMAL DELETION SYNDROME%WIKIPATHWAYS_20220510%WP4949%HOMO SAPIENS,,46,0.38453352,1.2052659,0.18991597,0.49328673,1,2822,"tags=30%, list=19%, signal=37%"
NEGATIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000629,NEGATIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000629,,19,0.4584106,1.2046298,0.20603015,0.4943572,1,3936,"tags=47%, list=27%, signal=64%"
CLASS I PEROXISOMAL MEMBRANE PROTEIN IMPORT%REACTOME%R-HSA-9603798.2,CLASS I PEROXISOMAL MEMBRANE PROTEIN IMPORT%REACTOME%R-HSA-9603798.2,,18,0.46261573,1.2039182,0.21875,0.49566114,1,1358,"tags=22%, list=9%, signal=24%"
PORPHYRIN-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0006779,PORPHYRIN-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0006779,,21,0.44390216,1.2036184,0.19604316,0.49585646,1,3145,"tags=38%, list=21%, signal=48%"
LNCRNA IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4258%HOMO SAPIENS,LNCRNA IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4258%HOMO SAPIENS,,60,0.35642332,1.203608,0.17073171,0.4952919,1,2832,"tags=28%, list=19%, signal=35%"
